player_name,team_name,position,player_rating,PO_group
Christian Yelich,milwaukee-brewers,RF,92.0,batter
Lorenzo Cain,milwaukee-brewers,CF,89.0,batter
Yasmani Grandal,milwaukee-brewers,C,87.0,batter
Travis Shaw,milwaukee-brewers,3B,88.0,batter
Jesus Aguilar,milwaukee-brewers,1B,85.0,batter
Ryan Braun,milwaukee-brewers,LF,80.0,batter
Keston Hiura,milwaukee-brewers,2B,78.0,batter
Orlando Arcia,milwaukee-brewers,SS,76.0,batter
Freddy Peralta,milwaukee-brewers,SP,84.0,starting_pitcher
Zach Davies,milwaukee-brewers,SP,84.0,starting_pitcher
Corbin Burnes,milwaukee-brewers,SP,83.0,starting_pitcher
Jhoulys Chacin,milwaukee-brewers,SP,84.0,starting_pitcher
Gio Gonzalez,milwaukee-brewers,SP,82.0,starting_pitcher
Josh Hader,milwaukee-brewers,RP,81.0,relief_pitcher
Corey Knebel,milwaukee-brewers,RP,79.0,relief_pitcher
Alex Claudio,milwaukee-brewers,RP,79.0,relief_pitcher
Jeremy Jeffress,milwaukee-brewers,RP,79.0,relief_pitcher
Jacob Barnes,milwaukee-brewers,RP,76.0,relief_pitcher
Xavier Cedeno,milwaukee-brewers,RP,77.0,relief_pitcher
Dan Jennings,milwaukee-brewers,RP,76.0,relief_pitcher
Vladimir Guerrero Jr.,toronto-blue-jays,3B,86.0,batter
Randal Grichuk,toronto-blue-jays,RF,85.0,batter
Kevin Pillar,toronto-blue-jays,CF,83.0,batter
Justin Smoak,toronto-blue-jays,1B,81.0,batter
Danny Jansen,toronto-blue-jays,C,80.0,batter
Bo Bichette,toronto-blue-jays,SS,80.0,batter
Cavan Biggio,toronto-blue-jays,2B,78.0,batter
Kendrys Morales,toronto-blue-jays,DH,78.0,batter
Teoscar Hernandez,toronto-blue-jays,LF,77.0,batter
Marcus Stroman,toronto-blue-jays,SP,84.0,starting_pitcher
Aaron Sanchez,toronto-blue-jays,SP,82.0,starting_pitcher
Ryan Borucki,toronto-blue-jays,SP,78.0,starting_pitcher
Matt Shoemaker,toronto-blue-jays,SP,78.0,starting_pitcher
Trent Thornton,toronto-blue-jays,SP,77.0,starting_pitcher
Ken Giles,toronto-blue-jays,RP,78.0,relief_pitcher
Ryan Tepera,toronto-blue-jays,RP,77.0,relief_pitcher
Tyler Clippard,toronto-blue-jays,RP,76.0,relief_pitcher
Tim Mayza,toronto-blue-jays,RP,76.0,relief_pitcher
Jake Petricka,toronto-blue-jays,RP,76.0,relief_pitcher
Danny Barnes,toronto-blue-jays,RP,76.0,relief_pitcher
Justin Shafer,toronto-blue-jays,RP,75.0,relief_pitcher
Buster Posey,san-francisco-giants,C,89.0,batter
Brandon Crawford,san-francisco-giants,SS,88.0,batter
Brandon Belt,san-francisco-giants,1B,86.0,batter
Joe Panik,san-francisco-giants,2B,82.0,batter
Evan Longoria,san-francisco-giants,3B,82.0,batter
Anthony Garcia,san-francisco-giants,LF,78.0,batter
Drew Ferguson,san-francisco-giants,CF,78.0,batter
Austin Slater,san-francisco-giants,RF,78.0,batter
Madison Bumgarner,san-francisco-giants,SP,83.0,starting_pitcher
Johnny Cueto,san-francisco-giants,SP,81.0,starting_pitcher
Dereck Rodriguez,san-francisco-giants,SP,81.0,starting_pitcher
Drew Pomeranz,san-francisco-giants,SP,78.0,starting_pitcher
Derek Holland,san-francisco-giants,SP,78.0,starting_pitcher
Will Smith,san-francisco-giants,RP,78.0,relief_pitcher
Tony Watson,san-francisco-giants,RP,77.0,relief_pitcher
Carlos Navas,san-francisco-giants,RP,76.0,relief_pitcher
Reyes Moronta,san-francisco-giants,RP,76.0,relief_pitcher
Mark Melancon,san-francisco-giants,RP,77.0,relief_pitcher
Derek Law,san-francisco-giants,RP,76.0,relief_pitcher
Sam Dyson,san-francisco-giants,RP,75.0,relief_pitcher
Paul Goldschmidt,st-louis-cardinals,1B,91.0,batter
Matt Carpenter,st-louis-cardinals,3B,90.0,batter
Marcell Ozuna,st-louis-cardinals,LF,88.0,batter
Paul DeJong,st-louis-cardinals,SS,85.0,batter
Yadier Molina,st-louis-cardinals,C,83.0,batter
Harrison Bader,st-louis-cardinals,CF,83.0,batter
Kolten Wong,st-louis-cardinals,2B,82.0,batter
Jose Martinez,st-louis-cardinals,RF,82.0,batter
Carlos Martinez,st-louis-cardinals,SP,89.0,starting_pitcher
Miles Mikolas,st-louis-cardinals,SP,89.0,starting_pitcher
Jack Flaherty,st-louis-cardinals,SP,88.0,starting_pitcher
Daniel Poncedeleon,st-louis-cardinals,SP,79.0,starting_pitcher
Dakota Hudson,st-louis-cardinals,SP,79.0,starting_pitcher
Andrew Miller,st-louis-cardinals,RP,79.0,relief_pitcher
Giovanny Gallegos,st-louis-cardinals,RP,78.0,relief_pitcher
Jordan Hicks,st-louis-cardinals,RP,76.0,relief_pitcher
John Brebbia,st-louis-cardinals,RP,77.0,relief_pitcher
Luke Gregerson,st-louis-cardinals,RP,76.0,relief_pitcher
Tyler Webb,st-louis-cardinals,RP,76.0,relief_pitcher
Bud Norris,st-louis-cardinals,RP,76.0,relief_pitcher
Starling Marte,pittsburgh-pirates,CF,88.0,batter
Corey Dickerson,pittsburgh-pirates,LF,87.0,batter
Gregory Polanco,pittsburgh-pirates,RF,85.0,batter
Adam Frazier,pittsburgh-pirates,2B,83.0,batter
Jung Ho Kang,pittsburgh-pirates,3B,80.0,batter
Josh Bell,pittsburgh-pirates,1B,82.0,batter
Francisco Cervelli,pittsburgh-pirates,C,79.0,batter
Kevin Newman,pittsburgh-pirates,SS,80.0,batter
Jameson Taillon,pittsburgh-pirates,SP,89.0,starting_pitcher
Chris Archer,pittsburgh-pirates,SP,89.0,starting_pitcher
Trevor Williams,pittsburgh-pirates,SP,82.0,starting_pitcher
Joe Musgrove,pittsburgh-pirates,SP,81.0,starting_pitcher
Chad Kuhl,pittsburgh-pirates,SP,78.0,starting_pitcher
Felipe Vazquez,pittsburgh-pirates,RP,81.0,relief_pitcher
Keone Kela,pittsburgh-pirates,RP,78.0,relief_pitcher
Richard Rodriguez,pittsburgh-pirates,RP,77.0,relief_pitcher
Kyle Crick,pittsburgh-pirates,RP,76.0,relief_pitcher
Blake Weiman,pittsburgh-pirates,RP,76.0,relief_pitcher
Michael Feliz,pittsburgh-pirates,RP,75.0,relief_pitcher
Roberto Gomez,pittsburgh-pirates,RP,74.0,relief_pitcher
Matt Chapman,oakland-athletics,3B,90.0,batter
Matt Olson,oakland-athletics,1B,88.0,batter
Khris Davis,oakland-athletics,DH,87.0,batter
Stephen Piscotty,oakland-athletics,RF,86.0,batter
Ramon Laureano,oakland-athletics,CF,84.0,batter
Marcus Semien,oakland-athletics,SS,85.0,batter
Franklin Barreto,oakland-athletics,2B,83.0,batter
Sean Murphy,oakland-athletics,C,77.0,batter
Nick Martini,oakland-athletics,LF,78.0,batter
Jesus Luzardo,oakland-athletics,SP,81.0,starting_pitcher
Sean Manaea,oakland-athletics,SP,80.0,starting_pitcher
Daniel Mengden,oakland-athletics,SP,81.0,starting_pitcher
Chris Bassitt,oakland-athletics,SP,80.0,starting_pitcher
Mike Fiers,oakland-athletics,SP,80.0,starting_pitcher
Blake Treinen,oakland-athletics,RP,83.0,relief_pitcher
Lou Trivino,oakland-athletics,RP,80.0,relief_pitcher
Joakim Soria,oakland-athletics,RP,79.0,relief_pitcher
Liam Hendriks,oakland-athletics,RP,78.0,relief_pitcher
Tanner Anderson,oakland-athletics,RP,76.0,relief_pitcher
J.B. Wendelken,oakland-athletics,RP,77.0,relief_pitcher
Fernando Rodney,oakland-athletics,RP,77.0,relief_pitcher
A.J. Pollock,arizona-diamondbacks,CF,84.0,batter
Ketel Marte,arizona-diamondbacks,SS,85.0,batter
Eduardo Escobar,arizona-diamondbacks,3B,84.0,batter
David Peralta,arizona-diamondbacks,LF,83.0,batter
Steven Souza,arizona-diamondbacks,RF,79.0,batter
Jake Lamb,arizona-diamondbacks,1B,79.0,batter
Carson Kelly,arizona-diamondbacks,C,79.0,batter
Andy Young,arizona-diamondbacks,2B,77.0,batter
Zack Greinke,arizona-diamondbacks,SP,90.0,starting_pitcher
Robbie Ray,arizona-diamondbacks,SP,87.0,starting_pitcher
Zack Godley,arizona-diamondbacks,SP,87.0,starting_pitcher
Merrill Kelly,arizona-diamondbacks,SP,85.0,starting_pitcher
Clay Buchholz,arizona-diamondbacks,SP,81.0,starting_pitcher
Archie Bradley,arizona-diamondbacks,RP,79.0,relief_pitcher
Andrew Chafin,arizona-diamondbacks,RP,78.0,relief_pitcher
Silvino Bracho,arizona-diamondbacks,RP,78.0,relief_pitcher
Jimmie Sherfy,arizona-diamondbacks,RP,77.0,relief_pitcher
Yoan Lopez,arizona-diamondbacks,RP,77.0,relief_pitcher
Jake Diekman,arizona-diamondbacks,RP,77.0,relief_pitcher
Brad Ziegler,arizona-diamondbacks,RP,77.0,relief_pitcher
Manny Machado,san-diego-padres,3B,93.0,batter
Luis Urias,san-diego-padres,2B,87.0,batter
Franmil Reyes,san-diego-padres,RF,85.0,batter
Manuel Margot,san-diego-padres,CF,85.0,batter
Wil Myers,san-diego-padres,LF,85.0,batter
Eric Hosmer,san-diego-padres,1B,83.0,batter
Francisco Mejia,san-diego-padres,C,82.0,batter
Fernando Tatis,san-diego-padres,SS,80.0,batter
Joey Lucchesi,san-diego-padres,SP,81.0,starting_pitcher
Jesse Scholtens,san-diego-padres,SP,79.0,starting_pitcher
Matt Strahm,san-diego-padres,SP,78.0,starting_pitcher
Garrett Richards,san-diego-padres,SP,78.0,starting_pitcher
Dinelson Lamet,san-diego-padres,SP,78.0,starting_pitcher
Kirby Yates,san-diego-padres,RP,77.0,relief_pitcher
Craig Stammen,san-diego-padres,RP,76.0,relief_pitcher
Jose Castillo,san-diego-padres,RP,76.0,relief_pitcher
Phil Maton,san-diego-padres,RP,75.0,relief_pitcher
Kazuhisa Makita,san-diego-padres,RP,75.0,relief_pitcher
Brad Wieck,san-diego-padres,RP,75.0,relief_pitcher
Elliot Ashbeck,san-diego-padres,RP,74.0,relief_pitcher
Joey Votto,cincinnati-reds,1B,90.0,batter
Eugenio Suarez,cincinnati-reds,3B,90.0,batter
Yasiel Puig,cincinnati-reds,RF,86.0,batter
Scooter Gennett,cincinnati-reds,2B,84.0,batter
Tucker Barnhart,cincinnati-reds,C,82.0,batter
Jose Peraza,cincinnati-reds,SS,82.0,batter
Scott Schebler,cincinnati-reds,CF,80.0,batter
Phil Ervin,cincinnati-reds,LF,79.0,batter
Luis Castillo,cincinnati-reds,SP,87.0,starting_pitcher
Alex Wood,cincinnati-reds,SP,85.0,starting_pitcher
Sonny Gray,cincinnati-reds,SP,84.0,starting_pitcher
Tanner Roark,cincinnati-reds,SP,79.0,starting_pitcher
Anthony DeSclafani,cincinnati-reds,SP,78.0,starting_pitcher
Raisel Iglesias,cincinnati-reds,RP,79.0,relief_pitcher
Jared Hughes,cincinnati-reds,RP,78.0,relief_pitcher
Michael Lorenzen,cincinnati-reds,RP,77.0,relief_pitcher
David Hernandez,cincinnati-reds,RP,78.0,relief_pitcher
Matthew Bowman,cincinnati-reds,RP,77.0,relief_pitcher
Anthony Bass,cincinnati-reds,RP,76.0,relief_pitcher
Amir Garrett,cincinnati-reds,RP,76.0,relief_pitcher
Juan Soto,washington-nationals,LF,92.0,batter
Bryce Harper,washington-nationals,RF,91.0,batter
Trea Turner,washington-nationals,SS,91.0,batter
Anthony Rendon,washington-nationals,3B,91.0,batter
Brian Dozier,washington-nationals,2B,87.0,batter
Victor Robles,washington-nationals,CF,85.0,batter
Matt Adams,washington-nationals,1B,78.0,batter
Kurt Suzuki,washington-nationals,C,78.0,batter
Max Scherzer,washington-nationals,SP,93.0,starting_pitcher
Patrick Corbin,washington-nationals,SP,90.0,starting_pitcher
Stephen Strasburg,washington-nationals,SP,88.0,starting_pitcher
Erick Fedde,washington-nationals,SP,78.0,starting_pitcher
Joe Ross,washington-nationals,SP,77.0,starting_pitcher
Sean Doolittle,washington-nationals,RP,77.0,relief_pitcher
Austin L. Adams,washington-nationals,RP,76.0,relief_pitcher
Trevor Rosenthal,washington-nationals,RP,76.0,relief_pitcher
Justin Miller,washington-nationals,RP,76.0,relief_pitcher
Matt Grace,washington-nationals,RP,76.0,relief_pitcher
Vidal Nuno,washington-nationals,RP,75.0,relief_pitcher
Andrew Istler,washington-nationals,RP,75.0,relief_pitcher
Eloy Jimenez,chicago-white-sox,LF,84.0,batter
Yoan Moncada,chicago-white-sox,2B,83.0,batter
Jose Abreu,chicago-white-sox,1B,81.0,batter
Yolmer Sanchez,chicago-white-sox,3B,80.0,batter
Tim Anderson,chicago-white-sox,SS,80.0,batter
Luis Alexander Basabe,chicago-white-sox,CF,77.0,batter
Welington Castillo,chicago-white-sox,C,76.0,batter
Brandon Guyer,chicago-white-sox,RF,76.0,batter
Michael Kopech,chicago-white-sox,SP,86.0,starting_pitcher
Carlos Rodon,chicago-white-sox,SP,82.0,starting_pitcher
Dane Dunning,chicago-white-sox,SP,79.0,starting_pitcher
Ivan Nova,chicago-white-sox,SP,79.0,starting_pitcher
Reynaldo Lopez,chicago-white-sox,SP,78.0,starting_pitcher
Alex Colome,chicago-white-sox,RP,78.0,relief_pitcher
Jace Fry,chicago-white-sox,RP,77.0,relief_pitcher
Juan Minaya,chicago-white-sox,RP,75.0,relief_pitcher
Kelvin Herrera,chicago-white-sox,RP,76.0,relief_pitcher
Aaron Bummer,chicago-white-sox,RP,75.0,relief_pitcher
Evan Marshall,chicago-white-sox,RP,76.0,relief_pitcher
Ian Hamilton,chicago-white-sox,RP,75.0,relief_pitcher
Mookie Betts,boston-red-sox,RF,94.0,batter
J.D. Martinez,boston-red-sox,DH,90.0,batter
Xander Bogaerts,boston-red-sox,SS,90.0,batter
Andrew Benintendi,boston-red-sox,LF,89.0,batter
Jackie Bradley Jr.,boston-red-sox,CF,85.0,batter
Rafael Devers,boston-red-sox,3B,82.0,batter
Ian Kinsler,boston-red-sox,2B,81.0,batter
Mitch Moreland,boston-red-sox,1B,78.0,batter
Christian Vazquez,boston-red-sox,C,76.0,batter
Chris Sale,boston-red-sox,SP,93.0,starting_pitcher
David Price,boston-red-sox,SP,89.0,starting_pitcher
Eduardo Rodriguez,boston-red-sox,SP,86.0,starting_pitcher
Rick Porcello,boston-red-sox,SP,86.0,starting_pitcher
Nathan Eovaldi,boston-red-sox,SP,81.0,starting_pitcher
Craig Kimbrel,boston-red-sox,RP,80.0,relief_pitcher
Matt Barnes,boston-red-sox,RP,78.0,relief_pitcher
Joe Kelly,boston-red-sox,RP,78.0,relief_pitcher
Heath Hembree,boston-red-sox,RP,77.0,relief_pitcher
Ryan Brasier,boston-red-sox,RP,77.0,relief_pitcher
Carson Smith,boston-red-sox,RP,76.0,relief_pitcher
Colten Brewer,boston-red-sox,RP,76.0,relief_pitcher
Freddie Freeman,atlanta-braves,1B,92.0,batter
Ozzie Albies,atlanta-braves,2B,91.0,batter
Ronald Acuña,atlanta-braves,LF,90.0,batter
Josh Donaldson,atlanta-braves,3B,89.0,batter
Ender Inciarte,atlanta-braves,CF,88.0,batter
Dansby Swanson,atlanta-braves,SS,82.0,batter
Nick Markakis,atlanta-braves,RF,78.0,batter
Tyler Flowers,atlanta-braves,C,77.0,batter
Kevin Gausman,atlanta-braves,SP,88.0,starting_pitcher
Mike Foltynewicz,atlanta-braves,SP,87.0,starting_pitcher
Sean Newcomb,atlanta-braves,SP,83.0,starting_pitcher
Touki Toussaint,atlanta-braves,SP,83.0,starting_pitcher
Mike Soroka,atlanta-braves,SP,81.0,starting_pitcher
Brad Brach,atlanta-braves,RP,79.0,relief_pitcher
Dan Winkler,atlanta-braves,RP,78.0,relief_pitcher
A.J. Minter,atlanta-braves,RP,78.0,relief_pitcher
Luke Jackson,atlanta-braves,RP,78.0,relief_pitcher
Darren O’Day,atlanta-braves,RP,77.0,relief_pitcher
Corbin Clouse,atlanta-braves,RP,77.0,relief_pitcher
Arodys Vizcaino,atlanta-braves,RP,77.0,relief_pitcher
Francisco Lindor,cleveland-indians,SS,94.0,batter
Jose Ramirez,cleveland-indians,3B,93.0,batter
Michael Brantley,cleveland-indians,LF,84.0,batter
Edwin Encarnacion,cleveland-indians,DH,83.0,batter
Jason Kipnis,cleveland-indians,2B,83.0,batter
Leonys Martin,cleveland-indians,CF,80.0,batter
Yonder Alonso,cleveland-indians,1B,78.0,batter
Brandon Guyer,cleveland-indians,RF,76.0,batter
Roberto Perez,cleveland-indians,C,75.0,batter
Corey Kluber,cleveland-indians,SP,93.0,starting_pitcher
Carlos Carrasco,cleveland-indians,SP,91.0,starting_pitcher
Trevor Bauer,cleveland-indians,SP,91.0,starting_pitcher
Shane Bieber,cleveland-indians,SP,91.0,starting_pitcher
Michael Clevinger,cleveland-indians,SP,89.0,starting_pitcher
Brad Hand,cleveland-indians,RP,82.0,relief_pitcher
Andrew Miller,cleveland-indians,RP,79.0,relief_pitcher
Cody Allen,cleveland-indians,RP,78.0,relief_pitcher
James Hoyt,cleveland-indians,RP,77.0,relief_pitcher
Cole Sulser,cleveland-indians,RP,77.0,relief_pitcher
Dan Otero,cleveland-indians,RP,77.0,relief_pitcher
Oliver Perez,cleveland-indians,RP,76.0,relief_pitcher
Manny Machado,los-angeles-dodgers,SS,92.0,batter
Cody Bellinger,los-angeles-dodgers,1B,91.0,batter
Justin Turner,los-angeles-dodgers,3B,89.0,batter
A.J. Pollock,los-angeles-dodgers,CF,85.0,batter
Keibert Ruiz,los-angeles-dodgers,C,81.0,batter
Chase Utley,los-angeles-dodgers,2B,75.0,batter
Andrew Toles,los-angeles-dodgers,LF,76.0,batter
Travis Taijeron,los-angeles-dodgers,RF,74.0,batter
Clayton Kershaw,los-angeles-dodgers,SP,91.0,starting_pitcher
Walker Buehler,los-angeles-dodgers,SP,87.0,starting_pitcher
Kenta Maeda,los-angeles-dodgers,SP,87.0,starting_pitcher
Rich Hill,los-angeles-dodgers,SP,82.0,starting_pitcher
Ross Stripling,los-angeles-dodgers,SP,79.0,starting_pitcher
Caleb Ferguson,los-angeles-dodgers,RP,83.0,relief_pitcher
Kenley Jansen,los-angeles-dodgers,RP,79.0,relief_pitcher
Scott Alexander,los-angeles-dodgers,RP,78.0,relief_pitcher
Ryan Madson,los-angeles-dodgers,RP,77.0,relief_pitcher
Joe Kelly,los-angeles-dodgers,RP,78.0,relief_pitcher
Pedro Baez,los-angeles-dodgers,RP,77.0,relief_pitcher
Josh Sborz,los-angeles-dodgers,RP,76.0,relief_pitcher
Whit Merrifield,kansas-city-royals,2B,89.0,batter
Adalberto Mondesi,kansas-city-royals,SS,85.0,batter
Salvador Perez,kansas-city-royals,C,86.0,batter
Billy Hamilton,kansas-city-royals,CF,80.0,batter
Alex Gordon,kansas-city-royals,LF,78.0,batter
Jorge Soler,kansas-city-royals,RF,77.0,batter
Emmanuel Rivera,kansas-city-royals,3B,76.0,batter
Ryan O’Hearn,kansas-city-royals,1B,75.0,batter
Jake Junis,kansas-city-royals,SP,83.0,starting_pitcher
Brad Keller,kansas-city-royals,SP,83.0,starting_pitcher
Danny Duffy,kansas-city-royals,SP,82.0,starting_pitcher
Trevor Oaks,kansas-city-royals,SP,80.0,starting_pitcher
Ben Lively,kansas-city-royals,SP,79.0,starting_pitcher
Richard Lovelady,kansas-city-royals,RP,78.0,relief_pitcher
Brian Flynn,kansas-city-royals,RP,76.0,relief_pitcher
Pedro Fernandez,kansas-city-royals,RP,76.0,relief_pitcher
Gabe Speier,kansas-city-royals,RP,75.0,relief_pitcher
Jake Newberry,kansas-city-royals,RP,76.0,relief_pitcher
Tim Hill,kansas-city-royals,RP,76.0,relief_pitcher
Jason Adam,kansas-city-royals,RP,76.0,relief_pitcher
Michael Conforto,new-york-mets,LF,89.0,batter
Jeff McNeil,new-york-mets,2B,87.0,batter
Brandon Nimmo,new-york-mets,CF,85.0,batter
Amed Rosario,new-york-mets,SS,85.0,batter
Peter Alonso,new-york-mets,1B,83.0,batter
Todd Frazier,new-york-mets,3B,83.0,batter
Wilson Ramos,new-york-mets,C,80.0,batter
Braxton Lee,new-york-mets,RF,73.0,batter
Jacob deGrom,new-york-mets,SP,93.0,starting_pitcher
Noah Syndergaard,new-york-mets,SP,89.0,starting_pitcher
Zack Wheeler,new-york-mets,SP,87.0,starting_pitcher
Steven Matz,new-york-mets,SP,79.0,starting_pitcher
Walker Lockett,new-york-mets,SP,76.0,starting_pitcher
Edwin Diaz,new-york-mets,RP,86.0,relief_pitcher
Jeurys Familia,new-york-mets,RP,79.0,relief_pitcher
Justin Wilson,new-york-mets,RP,78.0,relief_pitcher
Corey Taylor,new-york-mets,RP,76.0,relief_pitcher
Luis Avilan,new-york-mets,RP,77.0,relief_pitcher
Drew Smith,new-york-mets,RP,76.0,relief_pitcher
Stephen Villines,new-york-mets,RP,76.0,relief_pitcher
Joey Gallo,texas-rangers,LF,83.0,batter
Adrian Beltre,texas-rangers,3B,79.0,batter
Elvis Andrus,texas-rangers,SS,79.0,batter
Rougned Odor,texas-rangers,2B,79.0,batter
Shin-Soo Choo,texas-rangers,DH,78.0,batter
Nomar Mazara,texas-rangers,RF,78.0,batter
Tommy Joseph,texas-rangers,1B,76.0,batter
Danny Santana,texas-rangers,CF,76.0,batter
Carlos Perez,texas-rangers,C,75.0,batter
Lance Lynn,texas-rangers,SP,82.0,starting_pitcher
Mike Minor,texas-rangers,SP,81.0,starting_pitcher
Brock Burke,texas-rangers,SP,80.0,starting_pitcher
Martin Perez,texas-rangers,SP,80.0,starting_pitcher
Drew Smyly,texas-rangers,SP,78.0,starting_pitcher
Jose Leclerc,texas-rangers,RP,80.0,relief_pitcher
Jesse Chavez,texas-rangers,RP,78.0,relief_pitcher
Chris Martin,texas-rangers,RP,77.0,relief_pitcher
Tony Barnette,texas-rangers,RP,77.0,relief_pitcher
Matt Bush,texas-rangers,RP,77.0,relief_pitcher
Kyle Bird,texas-rangers,RP,76.0,relief_pitcher
Jeffrey Springs,texas-rangers,RP,74.0,relief_pitcher
J.T. Realmuto,miami-marlins,C,89.0,batter
Brian Anderson,miami-marlins,RF,88.0,batter
Miguel Rojas,miami-marlins,SS,81.0,batter
Starlin Castro,miami-marlins,2B,81.0,batter
Martin Prado,miami-marlins,3B,77.0,batter
Brian Miller,miami-marlins,LF,77.0,batter
Lewis Brinson,miami-marlins,CF,77.0,batter
Garrett Cooper,miami-marlins,1B,76.0,batter
Pablo Lopez,miami-marlins,SP,80.0,starting_pitcher
Nick Neidert,miami-marlins,SP,79.0,starting_pitcher
Trevor Richards,miami-marlins,SP,79.0,starting_pitcher
Jose Urena,miami-marlins,SP,78.0,starting_pitcher
Zac Gallen,miami-marlins,SP,77.0,starting_pitcher
Drew Steckenrider,miami-marlins,RP,76.0,relief_pitcher
Kyle Keller,miami-marlins,RP,77.0,relief_pitcher
