player_name,team_name,position,player_rating,PO_group
Ahn Woo-jin,Kiwoom-Heroes,SP,54,starting_pitcher
Jo Sang-woo,Kiwoom-Heroes,RP,56,relief_pitcher
Oh Ju-won,Kiwoom-Heroes,RP,55,relief_pitcher
Kim Sung-min,Kiwoom-Heroes,RP,54,relief_pitcher
Kim Sang-su,Kiwoom-Heroes,RP,55,relief_pitcher
Kim Dong-jun,Kiwoom-Heroes,RP,53,relief_pitcher
Yoon Young-sam,Kiwoom-Heroes,RP,54,relief_pitcher
Han Hyun-hee,Kiwoom-Heroes,RP,57,relief_pitcher
William Cuevas,KT-Wiz,SP,70,starting_pitcher
Raul Alcantara,KT-Wiz,SP,70,starting_pitcher
Kim Min,KT-Wiz,SP,54,starting_pitcher
Kim Min-soo,KT-Wiz,SP,53,starting_pitcher
Keum Min-cheol,KT-Wiz,SP,55,starting_pitcher
Jeon Yoo-soo,KT-Wiz,RP,53,relief_pitcher
Kim Jae-yoon,KT-Wiz,RP,57,relief_pitcher
Son Dong-hyun,KT-Wiz,RP,55,relief_pitcher
Yoo Won-sang,KT-Wiz,RP,53,relief_pitcher
Lee Dae-eun,KT-Wiz,RP,55,relief_pitcher
Ju Kwon,KT-Wiz,RP,52,relief_pitcher
Jung Sung-gon,KT-Wiz,RP,53,relief_pitcher
Tyler Wilson,LG-Twins,SP,70,starting_pitcher
Casey Kelly,LG-Twins,SP,70,starting_pitcher
Cha Woo-chan,LG-Twins,SP,57,starting_pitcher
Lim Chan-gyu,LG-Twins,SP,59,starting_pitcher
Lee Woo-chan,LG-Twins,SP,53,starting_pitcher
Ko Woo-seok,LG-Twins,RP,52,relief_pitcher
Jin Hae-soo,LG-Twins,RP,54,relief_pitcher
Jung Woo-young,LG-Twins,RP,55,relief_pitcher
Kim Dae-hyun,LG-Twins,RP,54,relief_pitcher
Bae Jae-jun,LG-Twins,RP,55,relief_pitcher
Moon Gwang-eun,LG-Twins,RP,53,relief_pitcher
Song Eun-beom,LG-Twins,RP,56,relief_pitcher
Park Se-woong,Lotte-Giants,SP,53,starting_pitcher
Kim Won-joong,Lotte-Giants,SP,55,starting_pitcher
Park Shi-young,Lotte-Giants,SP,53,starting_pitcher
Seo Jun-won,Lotte-Giants,SP,55,starting_pitcher
Kim Geon-guk,Lotte-Giants,SP,54,starting_pitcher
Ko Hyo-jun,Lotte-Giants,RP,54,relief_pitcher
Jin Myung-ho,Lotte-Giants,RP,55,relief_pitcher
Park Jin-hyung,Lotte-Giants,RP,54,relief_pitcher
Koo Seung-min,Lotte-Giants,RP,54,relief_pitcher
Choi Young-hwan,Lotte-Giants,RP,55,relief_pitcher
Song Seung-jun,Lotte-Giants,RP,56,relief_pitcher
Jang Won-sam,Lotte-Giants,RP,55,relief_pitcher
Drew Rucinski,NC-Dinos,SP,71,starting_pitcher
Koo Chang-mo,NC-Dinos,SP,57,starting_pitcher
Lee Jae-hak,NC-Dinos,SP,62,starting_pitcher
Park Jin-woo,NC-Dinos,SP,54,starting_pitcher
Choi Sung-young,NC-Dinos,SP,54,starting_pitcher
Bae Jae-hwan,NC-Dinos,RP,53,relief_pitcher
Kang Yoon-gu,NC-Dinos,RP,55,relief_pitcher
Kim Young-gyu,NC-Dinos,RP,55,relief_pitcher
Kim Jin-sung,NC-Dinos,RP,53,relief_pitcher
Jang Hyun-shik,NC-Dinos,RP,52,relief_pitcher
Won Jong-hyun,NC-Dinos,RP,54,relief_pitcher
Kim Geon-tae,NC-Dinos,RP,53,relief_pitcher
Choi Chae-heung,Samsung-Lions,SP,54,starting_pitcher
Ben Lively,Samsung-Lions,SP,73,starting_pitcher
Baek Jung-hyun,Samsung-Lions,SP,58,starting_pitcher
Yoon Sung-hwan,Samsung-Lions,SP,54,starting_pitcher
Won Tae-in,Samsung-Lions,SP,55,starting_pitcher
Jang Pil-joon,Samsung-Lions,RP,56,relief_pitcher
Woo Kyu-min,Samsung-Lions,RP,55,relief_pitcher
Lee Seung-hyun,Samsung-Lions,RP,53,relief_pitcher
Kwon Oh-jun,Samsung-Lions,RP,54,relief_pitcher
Im Hyun-joon,Samsung-Lions,RP,54,relief_pitcher
Choi Ji-gwang,Samsung-Lions,RP,53,relief_pitcher
Kim Dae-woo,Samsung-Lions,RP,52,relief_pitcher
Kim Kwang-hyun,SK-Wyverns,SP,64,starting_pitcher
Angel Sanchez,SK-Wyverns,SP,60,starting_pitcher
Moon Seung-won,SK-Wyverns,SP,60,starting_pitcher
Henry Sosa,SK-Wyverns,SP,73,starting_pitcher
Park Jong-hoon,SK-Wyverns,SP,62,starting_pitcher
Seo Jin-yong,SK-Wyverns,RP,53,relief_pitcher
Kim Tae-hoon,SK-Wyverns,RP,58,relief_pitcher
Ha Jae-hoon,SK-Wyverns,RP,55,relief_pitcher
Jung Young-il,SK-Wyverns,RP,53,relief_pitcher
Kang Ji-kwang,SK-Wyverns,RP,53,relief_pitcher
Park Min-ho,SK-Wyverns,RP,53,relief_pitcher
Park Hee-soo,SK-Wyverns,RP,54,relief_pitcher
Kim Jae-ho,Doosan-Bears,SS,63,batter
Park Kun-woo,Doosan-Bears,RF,66,batter
Kim Jae-hwan,Doosan-Bears,LF,71,batter
José Miguel Fernández,Doosan-Bears,DH,73,batter
Jung Soo-bin,Doosan-Bears,CF,57,batter
Park Se-hyuk,Doosan-Bears,C,59,batter
Hur Kyoung-min,Doosan-Bears,3B,58,batter
Choi Joo-hwan,Doosan-Bears,2B,61,batter
Oh Jae-il,Doosan-Bears,1B,64,batter
Oh Sun-jin,Hanwha-Eagles,SS,57,batter
Jared Hoying,Hanwha-Eagles,RF,62,batter
Choi Jin-haeng,Hanwha-Eagles,LF,58,batter
Kim Tae-kyun,Hanwha-Eagles,DH,65,batter
Jang Jin-hyuk,Hanwha-Eagles,CF,55,batter
Choi Jae-hoon,Hanwha-Eagles,C,57,batter
Song Kwang-min,Hanwha-Eagles,3B,61,batter
Jung Eun-won,Hanwha-Eagles,2B,58,batter
Kang Kyung-hak,Hanwha-Eagles,1B,57,batter
Kim Sun-bin,Kia-Tigers,SS,61,batter
Preston Tucker,Kia-Tigers,RF,70,batter
Lee Woo-sung,Kia-Tigers,LF,55,batter
Choi Hyung-woo,Kia-Tigers,DH,73,batter
Lee Chang-jin,Kia-Tigers,CF,62,batter
Han Joon-soo,Kia-Tigers,C,55,batter
Park Chan-ho,Kia-Tigers,3B,55,batter
Na Joo-hwan,Kia-Tigers,2B,59,batter
Yoo Min-sang,Kia-Tigers,1B,56,batter
Kim Ha-seong,Kiwoom-Heroes,SS,63,batter
Park Jeong-eum,Kiwoom-Heroes,RF,57,batter
Lee Jung-hoo,Kiwoom-Heroes,LF,62,batter
Seo Keon-chang,Kiwoom-Heroes,DH,61,batter
Lim Byeong-wuk,Kiwoom-Heroes,CF,58,batter
Park Dong-won,Kiwoom-Heroes,C,58,batter
Kim Woong-bin,Kiwoom-Heroes,3B,55,batter
Kim Hye-sung,Kiwoom-Heroes,2B,55,batter
Park Byung-ho,Kiwoom-Heroes,1B,75,batter
Sim Woo-jun,KT-Wiz,SS,58,batter
Kang Baek-ho,KT-Wiz,RF,59,batter
Mel Rojas Jr.,KT-Wiz,LF,65,batter
Yoo Han-joon,KT-Wiz,DH,62,batter
Kim Min-hyeok,KT-Wiz,CF,55,batter
Jang Sung-woo,KT-Wiz,C,58,batter
Hwang Jae-gyun,KT-Wiz,3B,64,batter
Park Kyung-soo,KT-Wiz,2B,62,batter
Oh Tae-gon,KT-Wiz,1B,56,batter
Oh Ji-hwan,LG-Twins,SS,61,batter
Chae Eun-sung,LG-Twins,RF,60,batter
Kim Hyun-soo,LG-Twins,LF,66,batter
Park Yong-taik,LG-Twins,DH,60,batter
Lee Chun-woong,LG-Twins,CF,60,batter
Yoo Kang-nam,LG-Twins,C,62,batter
Kim Min-sung,LG-Twins,3B,60,batter
Jung Ju-hyeon,LG-Twins,2B,56,batter
Jeong Keun-woo,LG-Twins,1B,62,batter
Shin Bon-gi,Lotte-Giants,SS,58,batter
Son Ah-seop,Lotte-Giants,RF,66,batter
Jeon Jun-woo,Lotte-Giants,LF,63,batter
Lee Dae-ho,Lotte-Giants,DH,64,batter
Min Byung-hun,Lotte-Giants,CF,62,batter
Na Jong-deok,Lotte-Giants,C,55,batter
Kim Min-soo,Lotte-Giants,3B,55,batter
An Chi-hong,Lotte-Giants,2B,62,batter
Han Dong-hee,Lotte-Giants,1B,58,batter
Kim Chan-hyung,NC-Dinos,SS,69,batter
Kim Joon-wan,NC-Dinos,RF,55,batter
Lee Myung-gi,NC-Dinos,LF,58,batter
Park Suk-min,NC-Dinos,DH,63,batter
Kim Sung-wook,NC-Dinos,CF,59,batter
Yang Eui-ji,NC-Dinos,C,67,batter
Ji Suk-hoon,NC-Dinos,3B,57,batter
Park Min-woo,NC-Dinos,2B,64,batter
Mo Chang-min,NC-Dinos,1B,59,batter
Lee Sung-gyu,Samsung-Lions,SS,55,batter
Lee Sung-gon,Samsung-Lions,RF,54,batter
Koo Ja-wook,Samsung-Lions,RF,64,batter
Kim Heon-gon,Samsung-Lions,LF,58,batter
Darin Ruf,Samsung-Lions,DH,67,batter
Park Hae-min,Samsung-Lions,CF,56,batter
Kang Min-ho,Samsung-Lions,C,64,batter
Lee Won-seok,Samsung-Lions,3B,59,batter
Kim Sang-su,Samsung-Lions,2B,57,batter
Choi Young-jin,Samsung-Lions,1B,55,batter
Han Dong-min,SK-Wyverns,RF,61,batter
Noh Soo-kwang,SK-Wyverns,LF,58,batter
Chae Tae-in,SK-Wyverns,DH,59,batter
Kim Kang-min,SK-Wyverns,CF,60,batter
Lee Jae-won,SK-Wyverns,C,62,batter
Choi Jeong,SK-Wyverns,3B,69,batter
Choi Joon-woo,SK-Wyverns,2B,55,batter
Jamie Romak,SK-Wyverns,1B,65,batter
